gameNo,gameName,gameMinPlayer,gameMaxPlayer,gameMinTime,gameMaxTime,gameYear,gameTotalScore,gameImg,gameAge,gameCategory,gameWeight,gameDesc
237,Burgle Bros.,1,4,45,90,2015,7.6543,https://cf.geekdo-images.com/original/img/EZzi2Jvp8pY5SWfOG5gD0eTabdM=/0x0/pic2439102.png,12,Exploration| Maze| Spies/Secret Agents,2.3026,"Burgle Bros. is a cooperative game for 1-&shy;4 players. Players are unique members of a crew trying to pull off a robbery of a highly secure building &mdash; without getting caught. The building has three floors (4x4 tiles), each with its own safe to crack. Players start on the first floor and have to escape to their helicopter waiting on the roof.<br/><br/>Players each have three stealth tokens. Whenever they are on the same tile with a guard, they lose one. If any player is caught without a stealth token, the game is over. If players can open all three safes, and escape through the stairs to the roof they win.<br/><br/>"
238,Merchants & Marauders,2,4,180,180,2010,7.44048,https://cf.geekdo-images.com/original/img/mNWaseFj2eSJP6VdhsIs9GdeYSs=/0x0/pic738119.jpg,13,Adventure| Nautical| Pirates| Transportation,3.2275,"Merchants &amp; Marauders lets you live the life of an influential merchant or a dreaded pirate in the Caribbean during the Golden Age of Piracy. Seek your fortune through trade, rumor hunting, missions, and of course, plundering.  Modify your ship, buy impressive vessels, load deadly special ammunition, and hire specialist crew members. Will your captain gain eternal glory and immense wealth - or find his wet grave under the stormy surface of the Caribbean Sea?<br/><br/>In Merchants and Marauders, players take on the role of a captain of a small vessel in the Caribbean.  The goal is to be the first to achieve 10 &quot;glory&quot; points through performing daring deeds (through the completion of missions or rumors), crushing your enemies (through defeating opponents and NPCs in combat), amassing gold, performing an epic plunder or pulling off the trade of a lifetime, and buying a grand ship.  While some points earned from performing various tasks are permanent, players earn points for amassing gold, which can be stolen or lost (or at least diminished) if their captain is killed.  Points due to gold are hidden so there's some uncertainty about when the game will end.<br/><br/>A big component of the game is whether (or when) to turn &quot;pirate&quot; or remain as a trader or neutral party. Both careers are fraught with danger: pirates are hunted by NPCs (and other players) for their bounty and blocked to certain ports while traders are hunted by non-player pirates as well as their opponents and generally have to sacrifice combat capability for cargo capacity.  Although players can kill each other, there is no player elimination as players may draw a new captain (with a penalty) so it's possible to come back from defeat.<br/><br/>"
239,BattleCON: Devastation of Indines,1,5,45,45,2013,8.05067,https://cf.geekdo-images.com/original/img/r6j-qe5S8HagsgV56zJmNnJ62Q0=/0x0/pic2407334.jpg,10,Card Game| Fighting,3.0652,"As new villains appear to lay claim to the world of Indines, new heroes rise to challenge them. BattleCON: Devastation of Indines puts you in control of 30 mighty heroes and deadly villains to decide the fate of the world.<br/><br/>BattleCON: Devastation of Indines is a standalone dueling card game designed for head-to-head and team play. Each player selects a character who uses a unique gameplay mechanism to give them an edge in combat. Take control of guitar-playing summoner, a pair of tag-teaming werewolves, a prodigal paladin, a genius artificer, and more! Each character's play style requires new strategies, but uses the same foundational tactics, making a new character easy to learn, but challenging to master.<br/><br/>Players move along a seven-space-long board, trading blows and attempting to strike the opponent, using attacks formed by combining a character's unique styles and abilities with a set of basic cards that all characters share. The last player standing wins!<br/><br/>BattleCON: Devastation of Indines can be played on its own or combined with BattleCON: War of Indines to create an even greater pool of characters and play variants.<br/><br/>Included with the game:  BattleQUEST Guide<br/><br/>The BattleQUEST Dungeon Guide contains six adventures (3 solo and 3 cooperative) for players. Using BattleQUEST, players can play alone or cooperatively against automated enemies in an attempt to defeat the final boss and claim victory!<br/><br/>"
240,Codenames: Pictures,2,8,10,20,2016,7.43038,https://cf.geekdo-images.com/original/img/3eKT0zKPngjPLWx2aIr2Mgv1IMI=/0x0/pic3476592.jpg,10,Card Game| Deduction| Party Game| Spies/Secret Agents,1.268,"What are these strange symbols on the map? They are code for locations where spies must contact secret agents!<br/><br/>Two rival spymasters know the agent in each location. They deliver coded messages telling their field operatives where to go for clandestine meetings. Operatives must be clever. A decoding mistake could lead to an unpleasant encounter with an enemy agent &ndash; or worse, with the assassin! Both teams race to contact all their agents, but only one team can win.<br/><br/>Codenames: Pictures differs from the original Codenames in that the agents are no longer represented by a single word, but by an image that contains multiple elements.<br/><br/>"
241,Endeavor,3,5,90,90,2009,7.44573,https://cf.geekdo-images.com/original/img/BiF5c2XHFSPHeIaZic6TrxSAna8=/0x0/pic379881.jpg,12,Exploration| Nautical| Renaissance,2.9053,"Endeavor is a trick-taking strategy card game for 2 players. A special deck is used that represents four Chinese empires. Each hand, one Empire is favored. With only 20 cards in the deck, each card and each play is important. Conquer your opponent by being the first to win 7 victory points.<br/><br/>Artwork by Wei Li and Brandon Leach.<br/><br/>Online Play<br/><br/><br/>     CCG Workshop (no longer available)<br/><br/><br/>"
242,Hive,2,2,20,20,2001,7.32452,https://cf.geekdo-images.com/original/img/_EUpzmJKbLkOwYMZA_sOmyjGnlI=/0x0/pic791151.jpg,9,Abstract Strategy| Animals,2.3366,"From the Publisher:<br/><br/>Hive is a highly addictive strategic game for two players that is not restricted by a board and can be played anywhere on any flat surface. Hive is made up of twenty two pieces, eleven black and eleven white, resembling a variety of creatures each with a unique way of moving.<br/><br/>With no setting up to do, the game begins when the first piece is placed down. As the subsequent pieces are placed this forms a pattern that becomes the playing surface (the pieces themselves become the board). Unlike other such games, the pieces are never eliminated and not all have to be played. The object of the game is to totally surround your opponent's queen, while at the same time trying to block your opponent from doing likewise to your queen. The player to totally surround his opponent's queen wins the game.<br/><br/>Hive FAQ - please read before posting questions in the forum!<br/><br/>"
243,The Manhattan Project: Energy Empire,1,5,60,120,2016,7.87973,https://cf.geekdo-images.com/original/img/GSHyEtCfCyEkTnFPxkUqUQnY4-U=/0x0/pic3048617.jpg,13,Civilization| Dice| Economic| Environmental| Industry / Manufacturing,3.0824,"From the ashes of war, nations rise to power in the atomic age. Each player takes control of a nation struggling for power in the latter part of the 20th century. They build up their nation&rsquo;s industry, commerce, and government by acquiring resources, building structures, and tapping sources of energy. The price of oil is going up, and nuclear energy is the wave of the future. The Manhattan Project: Energy Empire is set in the same &quot;universe&quot; as The Manhattan Project, but it's a standalone game, not an expansion.<br/><br/>The major threat in Energy Empire is not war, but uncertain global impacts, that result from side effects of industrialization and pollution. Many actions come with a cost. So, as nations become more industrious, they also increase the amount of pollution in the environment.  Careful use of science can mitigate the harmful effects of industry, and can also help avert global crises.<br/><br/>Energy Empire uses worker placement, tableau-building, and resource management mechanics. On each turn, a player can choose to either work or generate. On a work turn, a player plays a single worker on the main board, then uses workers and energy to activate cards in their tableau. Players may spend energy to use an occupied space on the main board, so no spaces are ever completely blocked. On a generate turn, players get to renew their supply of energy by rolling &quot;energy dice&quot; that represent nuclear, coal, oil, solar, and other forms of energy.<br/><br/>"
244,Glass Road,1,4,20,80,2013,7.47735,https://cf.geekdo-images.com/original/img/r4Pjyfk-7ihYd3E9a9amLKQzZnA=/0x0/pic3505745.jpg,13,City Building| Economic| Medieval,2.9727,"Glass Road is a game that commemorates the 700-year-old tradition of glass-making in the Bavarian Forest. (Today the Glass Road is a route through the Bavarian Forest that takes visitors to many of the old glass houses and museums of that region.) You must skillfully manage your glass and brick production in order to build the right structures that help you to keep your business flowing. Cut the forest to keep the fires burning in the ovens, and spread and remove ponds, pits and groves to supply yourself with the items you need. Fifteen specialists are there at your side to carry out your orders...<br/><br/>The game consists of four building periods. Each player has an identical set of fifteen specialist cards, and each specialist comes with two abilities. At the beginning of each building period, each player needs to choose a hand of five specialists. If he then plays a specialist that no other player has remaining in his hand, he may use both abilities of that card; if two or more players play the same specialist, each of them may use only one of the two abilities. Exploiting the abilities of the specialists lets you collect resources, lay out new landscape tiles (e.g., ponds and pits), and build a variety of buildings. There are three types of buildings:<br/><br/><br/>     Processing buildings<br/>     Immediate buildings with a one-time effect <br/>     Buildings that provide bonus points at the end of the game for various accomplishments<br/><br/><br/>Mastering the balance of knowing the best specialist card to play and being flexible about when you play it &ndash; together with assembling a clever combination of buildings &ndash; is the key to this game.<br/><br/>"
245,Neuroshima Hex!,1,4,30,30,2006,7.42904,https://cf.geekdo-images.com/original/img/_73K35_KU-f6ve0x80RSvbBMpDQ=/0x0/pic1844819.jpg,13,Fighting| Science Fiction,2.6068,"From the Neuroshima Hex! 3.0 BGG description:<br/><br/>Neuroshima Hex is a strategy game placed in a post-apocalyptic world of Neuroshima (a Polish RPG). <br/>Each player leads one of four armies: Borgo, Hegemonia (Hegemony), Moloch and Posterunek (Outpost). Each army deck consists of 34 tiles - soldiers, support tiles and special actions.<br/>You win when you destroy all enemy H.Q. or your H.Q. is the least damaged one at the end.<br/><br/>From The Publisher Website:<br/><br/>Enter the world of Neuroshima Hex, a fast paced, tactical board game where up to 4 players (human or AI) lead their troops to victory. Every player controls one of the four armies struggling for influence and survival in the world destroyed in a 30 years long war. March with the machines of Moloch, leading its army towards setting the new world order. Become Borgo and unite the forces of the mutants who spread terror in the wastelands. Lead The Outpost - humanity's last and only hope and try to beat the machines in an uneven guerrilla war. Be the boss of The Hegemony - land of gangers not caring about the fate of others and living only for violence and their mad entertainment.<br/><br/>In the world of Neuroshima Hex you need to prove you have what it takes to survive.<br/><br/>"
246,Century: Spice Road,2,5,30,45,2017,7.46749,https://cf.geekdo-images.com/original/img/kF-vMNTT5iY7Ui3UPhjbtMX6YAk=/0x0/pic3339551.jpg,8,Card Game| Economic| Medieval,1.7598,"Century: Spice Road is the first in a series of games that explores the history of each century with spice-trading as the theme for the first installment.  In Century: Spice Road, players are caravan leaders who travel the famed silk road to deliver spices to the far reaches of the continent for fame and glory. Each turn, players perform one of four actions:<br/><br/><br/>     Establish a trade route (by taking a market card)<br/>     Make a trade or harvest spices (by playing a card from hand)<br/>     Fulfill a demand (by meeting a victory point card's requirements and claiming it)<br/>     Rest (by taking back into your hand all of the cards you've played)<br/><br/><br/>The last round is triggered once a player has claimed their fifth victory point card, then whoever has the most victory points wins.<br/><br/>"
247,Acquire,2,6,90,90,1964,7.35752,https://cf.geekdo-images.com/original/img/Bz4tTHNpq6gUKFkJs0fJdVIGR1s=/0x0/pic3299296.jpg,12,Economic,2.5065,"In Acquire, each player strategically invests in businesses, trying to retain a majority of stock.  As the businesses grow with tile placements, they also start merging, giving the majority stockholders of the acquired business sizable bonuses, which can then be used to reinvest into other chains.  All of the investors in the acquired company can then cash in their stocks for current value or trade them 2-for-1 for shares of the newer, larger business.  The game is a race to acquire the greatest wealth.<br/><br/>This Sid Sackson classic has taken many different forms over the years depending on the publisher.  Some versions of the 3M bookshelf edition included rules for a 2-player variant. The original version is part of the 3M Bookshelf Series.<br/><br/>Note: many books and websites incorrectly list this as a 1962 publication.<br/><br/>"
248,Advanced Squad Leader,2,2,120,480,1985,7.95504,https://cf.geekdo-images.com/original/img/7N2ECOs0_iuYnBthR0HzrJcjcIs=/0x0/pic771969.jpg,14,Wargame| World War II,4.703,"Advanced Squad Leader is the completely reorganized and re-designed version of the original Squad Leader system. This three-ring binder is the basic rules for the entire system, and provides the ultimate combination of playability and detail. Full-color charts and beautiful pictures make this the most readable of rulebooks - and includes a full-service index as well for quick reference.<br/><br/>And ASL is more than &quot;squads&quot; - the system includes the rules for everything from machine guns to bazookas, tanks and ordnance weapons, paratrooper drops, glider landings and beach assaults. And much more. This set of rules is constantly kept up to date by expansions included with the modules.<br/><br/>ASL goals are scenario-defined, and vary from tasks such as exiting troops off of one edge of the board, to inflicting a certain number of casualty points on the opposing force, to capturing a certain number of goal buildings or areas.<br/><br/>This is just the rulebook. To start playing the game the newcomer must get, at least, the Beyond Valor: ASL Module 1. There are a great many ASL Modules available. &quot;Core Modules&quot; provide additional rules, units from different nationalities, and additional geomorphic mapboards. &quot;Historical Modules&quot; provide campaign games simulating multi-day battles using actual historical maps rather than geomorphic mapboards, including additional rules, counters, and paper maps. Many modules have dependencies on earlier modules.<br/><br/>Rulebook contents:<br/><br/>    Introduction<br/>    Chapters A, B, C, D, H (Design Your Own, German &amp; Russian vehicle notes only), J [1st edition]<br/>    Chapters A, B, C, D, E, H (Design Your Own, German &amp; Russian vehicle notes only), J, K [2nd edition]<br/>    Index &amp; Glossary<br/><br/><br/><br/><br/><br/>1st edition additional changes/chapters:<br/><br/>    chapter E in Yanks: ASL Module 3<br/>    chapter F in West of Alamein: ASL Module 5<br/>    chapter G in Code of Bushido: ASL Module 8 / Gung Ho!: ASL Module 9<br/>    chapter K in Paratrooper: ASL Module 2<br/>    8 revised RuleBook pages  [A 17-18/A 29-30/B 31-32/F 1-2 all marked &quot;92&quot;] in Croix de Guerre: ASL Module 10<br/><br/><br/><br/><br/><br/>2nd edition additional chapters:<br/><br/>    chapter G in Rising Sun: ASL Module 13<br/><br/><br/><br/><br/><br/>(Note: this is a description of the ASL rulebook which is published separately. For the ASL family, check Game wiki.)<br/><br/>"
249,Antiquity,2,4,120,180,2004,7.89598,https://cf.geekdo-images.com/original/img/iqyexz_jg-L3RxygQ5x--QcIlZA=/0x0/pic3731052.png,14,City Building| Civilization| Economic| Environmental| Medieval,4.2949,"From the Manufacturer:<br/><br/>&quot;These fields no longer yield grain the way they used to,&quot; complains the farmer. &quot;We should settle new lands before our food runs out. Why don't we start farming olives, like our neighbors?&quot;<br/><br/>The cart-driver nods: &quot;Ever since them city folks started worshiping San Giorgio I have to travel further and further to new building sites. I'm on my way now to the new inn they built. I'll change horses there and deliver this load,&quot; he gestures towards the pile of wood in the cart with his head &quot;to the sea beyond. Gonna start some fisheries there. It is said we'll conquer those olive-farmers before long. But their land is even more polluted than ours.&quot;<br/><br/>The farmer nods his head in reply. As the cart starts moving again, he returns to the field to harvest the last bushels of grain, growing between the stumps of what used to be a lush forest -- three turns ago.<br/><br/>Antiquity is a strategy game for 2-4 players. It is set in an environment loosely modeled on Italy in the late Middle Ages. Players choose their own victory condition: they can focus on population growth, trade, conquest, or city building by choosing their patron saint.<br/><br/>Each strategy requires a completely different style of play. Or you can choose to adore Santa Maria, the most powerful saint of all -- but you'll be expected to build a civilization twice as impressive as any other player.<br/><br/>While your economy is constantly improving, with more and more advanced cities bringing new options each turn, the land around your cities is slowly being depleted, forcing you to travel further and further to gather your raw materials -- until finally, there is no more land left to farm. Let's hope one of you has won the game before that time!<br/><br/>"
250,Clash of Cultures,2,4,180,240,2012,7.66215,https://cf.geekdo-images.com/original/img/0LpHb0FlftqsqMUDxB2x6nOJW9w=/0x0/pic1351042.jpg,14,Ancient| City Building| Civilization| Economic| Exploration| Medieval| Territory Building,3.5841,"From Christian Marcussen, the creator of Merchants and Marauders, comes Clash of Cultures, a civilization game in which each player leads a civilization from a single settlement to a mighty empire. Players must explore their surroundings, build large cities, research advances and conquer those who stand in the way. The game features a modular board for players to explore, 48 distinct advances, seven mighty wonders, and loads of miniatures and cards. The winner will create a culture that will be remembered and admired for millennia.<br/><br/>Advances<br/>The game features about 48 distinct advances. The whole &quot;tech-tree&quot; is very flexible with no dead ends, yet still intuitive, sensible and &quot;realistic.&quot; Additionally you have a great overview of what advances other cultures have - no need to ask - just look.<br/><br/>Modular Board<br/>Players start with a civilization in its infancy. Move settlers to uncharted regions and reveal the terrain and its resources. Several mechanisms have been implemented to assure that an unlucky placement of region-tiles won't be a decider.<br/><br/>Playing Time<br/>The game covers a time span similar to AH Civilization - that is to pre-gunpowder. This epic game is playable in about an hour per player! This is a pretty good playing time for a game that covers so much ground as this game will.<br/><br/>City management<br/>Players expand their cities through the game. But not just to the generic larger city. Players instead choose a building type which represents the growth of the city. For instance you can expand a city with a port, fort, temple and academy - all with different benefits! Additionally cities can be &quot;angry,&quot; &quot;neutral&quot; and &quot;happy.&quot; Everything integrated in an intuitive and elegant fashion.<br/><br/>Multiple paths to victory<br/>Earn points through:<br/>- Founding cities and increasing their sizes<br/>- Advances<br/>- Objectives <br/>- Wonders<br/>- Events<br/><br/>"
251,Mice and Mystics,1,4,120,120,2012,7.41893,https://cf.geekdo-images.com/original/img/wdy7-YpSjOhHVnTSlMnkfk6JLCs=/0x0/pic1312072.jpg,7,Adventure| Exploration| Fantasy| Fighting| Miniatures,2.658,"In Mice and Mystics, players take on the roles of those still loyal to the king &ndash; but to escape the clutches of Vanestra, they have been turned into mice! Play as cunning field mice who must race through a castle now twenty times larger than before. The castle would be a dangerous place with Vanestra's minions in control, but now countless other terrors also await heroes who are but the size of figs. Play as nimble Prince Collin and fence your way past your foes, or try Nez Bellows, the burly smith. Confound your foes as the wizened old mouse Maginos, or protect your companions as Tilda, the castle's former healer. Every player will have a vital role in the quest to warn the king, and it will take careful planning to find Vanestra's weakness and defeat her.<br/><br/>Mice and Mystics is a cooperative adventure game in which the players work together to save an imperiled kingdom. They will face countless adversaries such as rats, cockroaches, and spiders, and of course the greatest of all horrors: the castle's housecat, Brodie. Mice and Mystics is a boldly innovative game that thrusts players into an ever-changing, interactive environment, and features a rich storyline that the players help create as they play the game. The Cheese System allows players to hoard the crumbs of precious cheese they find on their journey, and use it to bolster their mice with grandiose new abilities and overcome seemingly insurmountable odds.<br/><br/>Mice and Mystics will provide any group of friends with an unforgettable adventure they will be talking about for years to come &ndash; assuming they can all squeak by...<br/><br/><br/><br/>Expansion advice:<br/><br/>For those who have expansions for this game the recommended order by the game designer for playing them is as follows (see original post HERE):<br/><br/>        Sorrow and Remembrance (Base game)<br/>        Cat's Cradle (Lost Chapter 1)<br/>        Heart of Glorm<br/>        The Ghost of Castle Andon (Lost Chapter 2)<br/>        Downwood Tales<br/>        Portents of Importance (Lost Chapter 3), connected to the story in Tail Feathers<br/>    <br/><br/><br/><br/><br/>"
252,Love Letter,2,4,20,20,2012,7.28103,https://cf.geekdo-images.com/original/img/GuLL8qnP2Kv6cJatUQskLg9Ad0s=/0x0/pic1401448.jpg,10,Card Game| Deduction| Renaissance,1.1998,"All of the eligible young men (and many of the not-so-young) seek to woo the princess of Tempest. Unfortunately, she has locked herself in the palace, and you must rely on others to take your romantic letters to her. Will yours reach her first?<br/><br/>Love Letter is a game of risk, deduction, and luck for 2&ndash;4 players. Your goal is to get your love letter into Princess Annette's hands while deflecting the letters from competing suitors. From a deck with only sixteen cards, each player starts with only one card in hand; one card is removed from play. On a turn, you draw one card, and play one card, trying to expose others and knock them from the game. Powerful cards lead to early gains, but make you a target. Rely on weaker cards for too long, however, and your letter may be tossed in the fire!<br/><br/>Number 4 in the Tempest: Shared World Game Series<br/><br/>"
253,Takenoko,2,4,45,45,2011,7.31997,https://cf.geekdo-images.com/original/img/7SDbClO-4sN6LICvfySB3jrFUhU=/0x0/pic1912529.jpg,8,Animals| Environmental| Farming| Territory Building,1.9781,"A long time ago at the Japanese Imperial court, the Chinese Emperor offered a giant panda bear as a symbol of peace to the Japanese Emperor. Since then, the Japanese Emperor has entrusted his court members (the players) with the difficult task of caring for the animal by tending to his bamboo garden.<br/><br/>In Takenoko, the players will cultivate land plots, irrigate them, and grow one of the three species of bamboo (Green, Yellow, and Pink) with the help of the Imperial gardener to maintain this bamboo garden. They will have to bear with the immoderate hunger of this sacred animal for the juicy and tender bamboo. The player who manages his land plots best, growing the most bamboo while feeding the delicate appetite of the panda, will win the game.<br/><br/>"
254,Tikal,2,4,90,90,1999,7.34601,https://cf.geekdo-images.com/original/img/n8xE7FmOcpoH8s3bhC4Tsd1Y0PE=/0x0/pic3328391.jpg,10,Exploration| Territory Building,2.8315,"Tikal is a game of exploration within the Central American jungles in search of lost temples and the treasures within. Players send their team of explorers into the jungle, exposing more and more of the terrain.  Along the way, you find temples that require further uncovering and treasures.  Players attempt to score points for occupying temples and holding onto treasure.<br/><br/>Tikal is the first game of the Mask Trilogy.<br/><br/>Sequel:<br/><br/>     Tikal II: The Lost Temple<br/><br/><br/><br/><br/>"
255,The Manhattan Project,2,5,120,120,2012,7.45059,https://cf.geekdo-images.com/original/img/GhNCYY9ALHoRAoiy2i5qTfGHKoE=/0x0/pic1222522.jpg,13,Aviation / Flight| Economic| Fighting| Industry / Manufacturing| Negotiation| World War II,2.9696,"From the back of the box:<br/><br/>Global Power Struggle Begins<br/>Which nation will take the lead and become world's dominant superpower?<br/><br/>The Manhattan Project makes you the leader of a great nation's atomic weapons program in a deadly race to build bigger and better bombs. You must assign your workers to multiple projects: building your bomb-making infrastructure, expending your military to protect it, or sending your spies to steal your rival's hard work!<br/><br/>You alone control your nation's destiny. You choose when to send out your workers&ndash;and when to call them back. Careful management and superior strategy will determine the winner of this struggle. So take charge and secure your nation's future!<br/><br/>Additional description:<br/><br/>The Manhattan Project is a low-luck, mostly open information efficiency game in which players compete to build and operate the most effective atomic bomb program. Players do not &quot;nuke&quot; each other, but conventional air strikes are allowed against facilities.<br/><br/>The game features worker placement with a twist: there are no rounds and no end-of-round administration. Players retrieve their workers when they choose to or are forced to (by running out).<br/><br/>An espionage action allows a player to activate and block an opponent's building, representing technology theft and sabotage.<br/><br/>"
256,Notre Dame,2,5,45,75,2007,7.38079,https://cf.geekdo-images.com/original/img/Am42X55-lpmGAEfNBLzcMxDz6Ns=/0x0/pic199316.jpg,10,Economic| Renaissance,2.7587,"Rio Grande Games' description:<br/><br/>The players take on the roles of the heads of influential families in Paris at the end of the 14th century. In the shadow of the Notre Dame cathedral, the players compete for prosperity and reputation. Each family controls one of the 3&ndash;5 boroughs that surround the site of Notre Dame. As head of his family, each player tries, through clever use of his action cards, to advance the power and prestige of his family, but penalties are assessed on those who do not take care of the health of the people who live in their borough. The player with the most prestige at the end is the winner.<br/><br/><br/>Players play as well-off Parisians in the 14th century who wish to improve the importance and appearance of the city quarter around the famous Notre Dame cathedral. The primary game concept is original, but simple, card play players use to permanently improve their influence in the quarter. However, turn after turn, round after round, players must make choices that can have major implications. If one does one thing, then the other can't be done. Concentrating on one aspect means automatically ignoring another, which, above all others, is particularly dangerous in the case of the gradually approaching plague...<br/><br/>After 9 exciting rounds and about 75 action-filled minutes, Notre Dame is over. The maitre who has made the most of his cards and has garnered the most prestige points is the winner.<br/><br/>Description from Alea.<br/><br/>This game is #11 in the Alea big box series.<br/><br/>Expanded by:<br/><br/>     6-/7-player expansion (unofficial)<br/>     Treasure Chest<br/><br/><br/><br/><br/>Reimplemented by:<br/><br/>     Notre Dame Express (unofficial)<br/><br/><br/><br/><br/>"
257,Dune,2,6,60,180,1979,7.6271,https://cf.geekdo-images.com/original/img/d7LVl0jTBxCGrtiCZnUWFj3LaIc=/0x0/pic279251.jpg,12,Bluffing| Fighting| Negotiation| Novel-based| Political| Science Fiction,3.4352,"Set thousands of years in the future, Dune the board game is based on the Frank Herbert novels about an arid planet at the heart of the human space empire's political machinations.<br/><br/>Designed by the creators at Eon of 'Cosmic Encounter fame, some contend that the game can best be described as Cosmic Encounter set within the Dune universe, but the two games bear little in common in the actual mechanisms or goals; they're just both set in space. Like Cosmic Encounter, it is a game that generates player interaction through negotiation and bluffing.<br/><br/>Players each take the role of one of the factions attempting to control Dune. Each faction has special powers that overlook certain rules in the game. Each turn players move about the map attempting to pick up valuable spice while dealing with giant sandworms, deadly storms, and other players' military forces. A delicate political balance is formed amongst the factions to prevent any one side from becoming too strong. When a challenge is made in a territory, combat takes the form of hidden bids with additional treachery cards to further the uncertainty.<br/><br/>The game concludes when one faction (or two allied factions) is able to control a certain number of strongholds on the planet.<br/><br/>Note that the Descartes edition of Dune includes the Duel Expansion and Spice Harvest Expansion, the &quot;Landsraad variant from Avalon Hill's General magazine, and additional character disks not provided by AH.<br/><br/>"
258,In the Year of the Dragon,2,5,75,100,2007,7.40313,https://cf.geekdo-images.com/original/img/JTjcjPYEZu-cvFVWnoocLG9zL4s=/0x0/pic285822.jpg,12,Economic| Medieval,3.1264,"Stefan Feld's 3rd game by Alea is In the Year of the Dragon.<br/><br/>Players take on the role of Chinese rulers around the year 1000. The game plays out in twelve rounds, with each round representing one month in a year that seems to go from bad to worse. Disease, drought, and attacks from the Mongols may claim lives, but make sure you have enough money to offer a tribute to the Emperor.<br/><br/>The game play is easier than it may appear. Every player has a set of &quot;person&quot; cards. Each round, you choose one action (most of which call on your workers' abilities) to help you prepare for the months ahead. Then you play one person card, recruiting that person and placing him into one of your palaces. Each person brings different skills and abilities to help you ride out the year. (Farmers help you gain rice to survive a drought month, Tax Collectors raise money, etc.) At the end of each round, that month's event is triggered, which may cost you some of your workers, some money, or give you points.<br/><br/>Careful planning is the key to surviving &quot;the year of the dragon,&quot; but survival alone may not win you the game.<br/><br/>"
259,Cthulhu Wars,2,4,90,120,2015,8.02669,https://cf.geekdo-images.com/original/img/JZDhEpMVbGBunW4z12KpBtYX070=/0x0/pic3527761.jpg,14,Fantasy| Fighting| Horror| Miniatures,3.1058,"Cthulhu Wars is a strategy boardgame in which the players take the part of alien races and gods taken from the Cthulhu mythos created by H. P. Lovecraft. The game is physically large, and includes sixty-four  figurines of the cultists, monsters, aliens, and Great Old Ones that range in height from approximately 20 mm to nearly 180 mm.<br/><br/>The game takes place on a map of Earth. Each player takes the part of one of four factions included in the base game. At the start of a turn, players Gather Power, then, during a series of Action Rounds, they spend this Power to accomplish various tasks, such as recruiting Cultists, moving units, engaging in battle, summoning monsters, building Gates, casting spells, and Awakening their Great Old One. When all players run out of Power, the Action phase ends and the next turn begins. Victory is determined by accumulating points on the Doom Track. The first player to 30 is the lone victor *if* he has unlocked all six of spell books.<br/><br/>Driving the strategy are a player's wish to expand his power base, and his need to accomplish six tasks to acquire his faction's spell books. Each faction has a unique set of monsters, spell books, and special abilities, and has different requirements to acquire its spell books. All factions have multiple strategies open to them.<br/><br/>The base game supports 2-4 players (the map supports 5 players), but with new factions and maps released as expansions it can support up to 8 players.<br/><br/>"
260,Kanban: Driver's Edition,2,4,90,120,2014,7.76712,https://cf.geekdo-images.com/original/img/dKocHa71tZ_egRoUyMrNqLT43Gg=/0x0/pic3981620.jpg,12,Economic| Industry / Manufacturing,4.3133,"&quot;Kanban&quot; &mdash; or 看板, the Japanese word for billboard &mdash; is a term for the visual cues that might be used in a lean, efficient assembly line in order to expedite and smooth workflow. These signals get the workers what they need, where they need it, when they need it to create a just-in-time (JIT) production system.<br/><br/>The setting for the game Kanban: Automotive Revolution is an assembly line. The players are ambitious managers who are trying to impress the board of directors in order to achieve as high a position as possible in the company and secure their careers. With promotions come advantages at the factory, such as more space to store precious materials and greater prestige to accelerate your ascent. Through solid management, you must strive to shine next to your peers. You need to manage suppliers and supplies, improve automobile parts, innovate &mdash; anything to stay on the cutting edge, or getting your hands greasy on the assembly line in order to boost production. You must exercise wisdom in choosing which projects you should start, selecting only those that will give you the upper hand and shunning those that will bog you down or cause the unthinkable &mdash; failure &mdash; which would diminish you in the eyes of the board.<br/><br/>Over the course of the game, you persuade the board and the factory tender to help you develop and improve automobile parts. You make shrewd use of the outside suppliers and the limited factory supplies in order to appropriate needed part when the suppliers come up short. Because the factory must run at optimum efficiency, production doesn't wait for you or for mistakes.<br/><br/>Like the process itself, Kanban: Automotive Revolution proves to be both innovative and rewarding. Game mechanisms tightly tied to the automobile manufacturing theme include:<br/><br/><br/>    The factory manager is a game-driven non-player character with two modes of play (&quot;nice&quot; or &quot;mean&quot;) to offer a friendly or more competitive gameplay environment.<br/>    Two independent player-influenced game timers &mdash; the factory production cycle and work week clock &mdash; provide timing tension to the game, trigger intermediate scoring phases, and factor into the game end conditions.<br/>    A simulation of the factory assembly line with spatial point-to-point movement adds an element to the game that requires optimal timing.<br/>    A design and innovation department, leveraged to manipulate the value of the various car models and component upgrades produced within the factory, drives the economy of the game.<br/>    Departmental training and certification tracks provide players a means to operate more efficiently.<br/><br/><br/>If you want a seat on the board someday, you need to show that you can keep a complex machine running smoothly, efficiently, with everything happening just at the right time. Kanban: Automotive Revolution is a pure Eurogame focused on economics and resource management that puts you in the driver's seat of an entire production facility, racing for the highest level of promotion.<br/><br/>"
